Source Plate,Source Plate Type,Source Well,Sample ID,Destination Plate Name,Destination Well,Transfer Volume,Sample Comment
Source[1],384PP_AQ_BP,A1,Mat1,Nunc_384_black_glassbottom,A1,1375,Actual concentration: 27.50
Source[1],384PP_AQ_BP,A1,Mat1,Nunc_384_black_glassbottom,B1,450,Actual concentration: 9.00
Source[1],384PP_AQ_BP,A1,Mat1,Nunc_384_black_glassbottom,A1,1375,Actual concentration: 27.50
Source[1],384PP_AQ_BP,A1,Mat1,Nunc_384_black_glassbottom,B1,450,Actual concentration: 9.00
Source[1],384PP_AQ_BP,A1,Mat1,Nunc_384_black_glassbottom,A2,2025,Actual concentration: 40.50
Source[1],384PP_AQ_BP,A1,Mat1,Nunc_384_black_glassbottom,B2,2700,Actual concentration: 54.00
Source[1],384PP_AQ_BP,A2,Mat2,Nunc_384_black_glassbottom,A1,175,Actual concentration: 8.75
Source[1],384PP_AQ_BP,A2,Mat2,Nunc_384_black_glassbottom,B1,550,Actual concentration: 27.50
Source[1],384PP_AQ_BP,A2,Mat2,Nunc_384_black_glassbottom,A1,175,Actual concentration: 8.75
Source[1],384PP_AQ_BP,A2,Mat2,Nunc_384_black_glassbottom,B1,550,Actual concentration: 27.50
Source[1],384PP_AQ_BP,A2,Mat2,Nunc_384_black_glassbottom,A2,1075,Actual concentration: 53.75
Source[1],384PP_AQ_BP,A2,Mat2,Nunc_384_black_glassbottom,B2,800,Actual concentration: 40.00
Source[1],384PP_AQ_BP,B13,water,Nunc_384_black_glassbottom,A1,8450,
Source[1],384PP_AQ_BP,B13,water,Nunc_384_black_glassbottom,B1,9000,
Source[1],384PP_AQ_BP,B13,water,Nunc_384_black_glassbottom,A1,8450,
Source[1],384PP_AQ_BP,B13,water,Nunc_384_black_glassbottom,B1,9000,
Source[1],384PP_AQ_BP,B13,water,Nunc_384_black_glassbottom,A2,6900,
Source[1],384PP_AQ_BP,B13,water,Nunc_384_black_glassbottom,B2,2200,
Source[1],384PP_AQ_BP,B14,water,Nunc_384_black_glassbottom,B2,4300,
